precinct,office,district,candidate,party,votes
40-008 Utqiagvik (Barrow),U.S. House,1,"Young, Don",REP,16
40-008 Utqiagvik (Barrow),GOVERNOR,,Registered Voters,,1042
40-008 Utqiagvik (Barrow),GOVERNOR,,Times Counted,,26
40-008 Utqiagvik (Barrow),GOVERNOR,,"Begich, Mark",DEM,21
40-008 Utqiagvik (Barrow),GOVERNOR,,"Toien, William S.",LIB,3
40-008 Utqiagvik (Barrow),GOVERNOR,,Registered Voters,,1042
40-008 Utqiagvik (Barrow),GOVERNOR,,Times Counted,,22
40-008 Utqiagvik (Barrow),GOVERNOR,,"Colbry, Darin A.",REP,0
40-008 Utqiagvik (Barrow),GOVERNOR,,"Dunleavy, Mike J.",REP,8
40-008 Utqiagvik (Barrow),GOVERNOR,,"Gordon, Thomas A.",REP,1
40-008 Utqiagvik (Barrow),GOVERNOR,,"Heikes, Gerald L.",REP,1
40-008 Utqiagvik (Barrow),GOVERNOR,,"Hlatcu, Merica",REP,0
40-008 Utqiagvik (Barrow),GOVERNOR,,"Sheldon, Michael D.",REP,4
40-008 Utqiagvik (Barrow),GOVERNOR,,"Treadwell, Mead",REP,6
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,Registered Voters,,1042
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,Times Counted,,26
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,22
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,Registered Voters,,1042
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,Times Counted,,22
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,4
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,2
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,0
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,4
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,6
40-008 Utqiagvik (Barrow),LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
40-008 Utqiagvik (Barrow),State House,40,Registered Voters,,1042
40-008 Utqiagvik (Barrow),State House,40,Times Counted,,26
40-008 Utqiagvik (Barrow),State House,40,"Lincoln, John",DEM,26
40-010 Browerville,U.S. House,1,Registered Voters,,1977
40-010 Browerville,U.S. House,1,Times Counted,,88
40-010 Browerville,U.S. House,1,"Cumings, Christophe",DEM,14
40-010 Browerville,U.S. House,1,"Galvin, Alyse S.",DEM,28
40-010 Browerville,U.S. House,1,"Hafner, Carol",DEM,17
40-010 Browerville,U.S. House,1,"Shein, Dimitri",DEM,27
40-010 Browerville,U.S. House,1,Registered Voters,,1977
40-010 Browerville,U.S. House,1,Times Counted,,65
40-010 Browerville,U.S. House,1,"Nelson, Thomas",REP,7
40-010 Browerville,U.S. House,1,"Whittaker, Jed",REP,7
40-010 Browerville,U.S. House,1,"Young, Don",REP,50
40-010 Browerville,GOVERNOR,,Registered Voters,,1977
40-010 Browerville,GOVERNOR,,Times Counted,,88
40-010 Browerville,GOVERNOR,,"Begich, Mark",DEM,75
40-010 Browerville,GOVERNOR,,"Toien, William S.",LIB,13
40-010 Browerville,GOVERNOR,,Registered Voters,,1977
40-010 Browerville,GOVERNOR,,Times Counted,,65
40-010 Browerville,GOVERNOR,,"Colbry, Darin A.",REP,1
40-010 Browerville,GOVERNOR,,"Dunleavy, Mike J.",REP,36
40-010 Browerville,GOVERNOR,,"Gordon, Thomas A.",REP,2
40-010 Browerville,GOVERNOR,,"Heikes, Gerald L.",REP,3
40-010 Browerville,GOVERNOR,,"Hlatcu, Merica",REP,0
40-010 Browerville,GOVERNOR,,"Sheldon, Michael D.",REP,4
40-010 Browerville,GOVERNOR,,"Treadwell, Mead",REP,18
40-010 Browerville,LIEUTENANT GOVERNOR,,Registered Voters,,1977
40-010 Browerville,LIEUTENANT GOVERNOR,,Times Counted,,88
40-010 Browerville,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,76
40-010 Browerville,LIEUTENANT GOVERNOR,,Registered Voters,,1977
40-010 Browerville,LIEUTENANT GOVERNOR,,Times Counted,,65
40-010 Browerville,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,3
40-010 Browerville,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,16
40-010 Browerville,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,9
40-010 Browerville,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,11
40-010 Browerville,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,15
40-010 Browerville,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,6
40-010 Browerville,State House,40,Registered Voters,,1977
40-010 Browerville,State House,40,Times Counted,,88
40-010 Browerville,State House,40,"Lincoln, John",DEM,80
40-012 Buckland,U.S. House,1,Registered Voters,,314
40-012 Buckland,U.S. House,1,Times Counted,,55
40-012 Buckland,U.S. House,1,"Cumings, Christophe",DEM,7
40-012 Buckland,U.S. House,1,"Galvin, Alyse S.",DEM,20
40-012 Buckland,U.S. House,1,"Hafner, Carol",DEM,15
40-012 Buckland,U.S. House,1,"Shein, Dimitri",DEM,12
40-012 Buckland,U.S. House,1,Registered Voters,,314
40-012 Buckland,U.S. House,1,Times Counted,,16
40-012 Buckland,U.S. House,1,"Nelson, Thomas",REP,4
40-012 Buckland,U.S. House,1,"Whittaker, Jed",REP,3
40-012 Buckland,U.S. House,1,"Young, Don",REP,9
40-012 Buckland,GOVERNOR,,Registered Voters,,314
40-012 Buckland,GOVERNOR,,Times Counted,,55
40-012 Buckland,GOVERNOR,,"Begich, Mark",DEM,49
40-012 Buckland,GOVERNOR,,"Toien, William S.",LIB,6
40-012 Buckland,GOVERNOR,,Registered Voters,,314
40-012 Buckland,GOVERNOR,,Times Counted,,16
40-012 Buckland,GOVERNOR,,"Colbry, Darin A.",REP,0
40-012 Buckland,GOVERNOR,,"Dunleavy, Mike J.",REP,9
40-012 Buckland,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-012 Buckland,GOVERNOR,,"Heikes, Gerald L.",REP,1
40-012 Buckland,GOVERNOR,,"Hlatcu, Merica",REP,0
40-012 Buckland,GOVERNOR,,"Sheldon, Michael D.",REP,4
40-012 Buckland,GOVERNOR,,"Treadwell, Mead",REP,2
40-012 Buckland,LIEUTENANT GOVERNOR,,Registered Voters,,314
40-012 Buckland,LIEUTENANT GOVERNOR,,Times Counted,,55
40-012 Buckland,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,50
40-012 Buckland,LIEUTENANT GOVERNOR,,Registered Voters,,314
40-012 Buckland,LIEUTENANT GOVERNOR,,Times Counted,,16
40-012 Buckland,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,1
40-012 Buckland,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,3
40-012 Buckland,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,5
40-012 Buckland,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,2
40-012 Buckland,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,3
40-012 Buckland,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,2
40-012 Buckland,State House,40,Registered Voters,,314
40-012 Buckland,State House,40,Times Counted,,55
40-012 Buckland,State House,40,"Lincoln, John",DEM,55
40-014 Deering,U.S. House,1,Registered Voters,,100
40-014 Deering,U.S. House,1,Times Counted,,21
40-014 Deering,U.S. House,1,"Cumings, Christophe",DEM,8
40-014 Deering,U.S. House,1,"Galvin, Alyse S.",DEM,4
40-014 Deering,U.S. House,1,"Hafner, Carol",DEM,3
40-014 Deering,U.S. House,1,"Shein, Dimitri",DEM,4
40-014 Deering,U.S. House,1,Registered Voters,,100
40-014 Deering,U.S. House,1,Times Counted,,12
40-014 Deering,U.S. House,1,"Nelson, Thomas",REP,3
40-014 Deering,U.S. House,1,"Whittaker, Jed",REP,3
40-014 Deering,U.S. House,1,"Young, Don",REP,5
40-014 Deering,GOVERNOR,,Registered Voters,,100
40-014 Deering,GOVERNOR,,Times Counted,,21
40-014 Deering,GOVERNOR,,"Begich, Mark",DEM,18
40-014 Deering,GOVERNOR,,"Toien, William S.",LIB,2
40-014 Deering,GOVERNOR,,Registered Voters,,100
40-014 Deering,GOVERNOR,,Times Counted,,12
40-014 Deering,GOVERNOR,,"Colbry, Darin A.",REP,0
40-014 Deering,GOVERNOR,,"Dunleavy, Mike J.",REP,6
40-014 Deering,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-014 Deering,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-014 Deering,GOVERNOR,,"Hlatcu, Merica",REP,0
40-014 Deering,GOVERNOR,,"Sheldon, Michael D.",REP,2
40-014 Deering,GOVERNOR,,"Treadwell, Mead",REP,3
40-014 Deering,LIEUTENANT GOVERNOR,,Registered Voters,,100
40-014 Deering,LIEUTENANT GOVERNOR,,Times Counted,,21
40-014 Deering,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,15
40-014 Deering,LIEUTENANT GOVERNOR,,Registered Voters,,100
40-014 Deering,LIEUTENANT GOVERNOR,,Times Counted,,12
40-014 Deering,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
40-014 Deering,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,2
40-014 Deering,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
40-014 Deering,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,0
40-014 Deering,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,2
40-014 Deering,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,2
40-014 Deering,State House,40,Registered Voters,,100
40-014 Deering,State House,40,Times Counted,,21
40-014 Deering,State House,40,"Lincoln, John",DEM,21
40-016 Kaktovik,U.S. House,1,Registered Voters,,197
40-016 Kaktovik,U.S. House,1,Times Counted,,12
40-016 Kaktovik,U.S. House,1,"Cumings, Christophe",DEM,3
40-016 Kaktovik,U.S. House,1,"Galvin, Alyse S.",DEM,4
40-016 Kaktovik,U.S. House,1,"Hafner, Carol",DEM,2
40-016 Kaktovik,U.S. House,1,"Shein, Dimitri",DEM,2
40-016 Kaktovik,U.S. House,1,Registered Voters,,197
40-016 Kaktovik,U.S. House,1,Times Counted,,18
40-016 Kaktovik,U.S. House,1,"Nelson, Thomas",REP,3
40-016 Kaktovik,U.S. House,1,"Whittaker, Jed",REP,2
40-016 Kaktovik,U.S. House,1,"Young, Don",REP,13
40-016 Kaktovik,GOVERNOR,,Registered Voters,,197
40-016 Kaktovik,GOVERNOR,,Times Counted,,12
40-016 Kaktovik,GOVERNOR,,"Begich, Mark",DEM,9
40-016 Kaktovik,GOVERNOR,,"Toien, William S.",LIB,3
40-016 Kaktovik,GOVERNOR,,Registered Voters,,197
40-016 Kaktovik,GOVERNOR,,Times Counted,,18
40-016 Kaktovik,GOVERNOR,,"Colbry, Darin A.",REP,1
40-016 Kaktovik,GOVERNOR,,"Dunleavy, Mike J.",REP,4
40-016 Kaktovik,GOVERNOR,,"Gordon, Thomas A.",REP,7
40-016 Kaktovik,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-016 Kaktovik,GOVERNOR,,"Hlatcu, Merica",REP,2
40-016 Kaktovik,GOVERNOR,,"Sheldon, Michael D.",REP,1
40-016 Kaktovik,GOVERNOR,,"Treadwell, Mead",REP,3
40-016 Kaktovik,LIEUTENANT GOVERNOR,,Registered Voters,,197
40-016 Kaktovik,LIEUTENANT GOVERNOR,,Times Counted,,12
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,11
40-016 Kaktovik,LIEUTENANT GOVERNOR,,Registered Voters,,197
40-016 Kaktovik,LIEUTENANT GOVERNOR,,Times Counted,,18
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,6
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,1
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,4
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,3
40-016 Kaktovik,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,2
40-016 Kaktovik,State House,40,Registered Voters,,197
40-016 Kaktovik,State House,40,Times Counted,,12
40-016 Kaktovik,State House,40,"Lincoln, John",DEM,11
40-018 Kiana,U.S. House,1,Registered Voters,,276
40-018 Kiana,U.S. House,1,Times Counted,,54
40-018 Kiana,U.S. House,1,"Cumings, Christophe",DEM,13
40-018 Kiana,U.S. House,1,"Galvin, Alyse S.",DEM,18
40-018 Kiana,U.S. House,1,"Hafner, Carol",DEM,10
40-018 Kiana,U.S. House,1,"Shein, Dimitri",DEM,9
40-018 Kiana,U.S. House,1,Registered Voters,,276
40-018 Kiana,U.S. House,1,Times Counted,,17
40-018 Kiana,U.S. House,1,"Nelson, Thomas",REP,7
40-018 Kiana,U.S. House,1,"Whittaker, Jed",REP,1
40-018 Kiana,U.S. House,1,"Young, Don",REP,9
40-018 Kiana,GOVERNOR,,Registered Voters,,276
40-018 Kiana,GOVERNOR,,Times Counted,,54
40-018 Kiana,GOVERNOR,,"Begich, Mark",DEM,43
40-018 Kiana,GOVERNOR,,"Toien, William S.",LIB,9
40-018 Kiana,GOVERNOR,,Registered Voters,,276
40-018 Kiana,GOVERNOR,,Times Counted,,17
40-018 Kiana,GOVERNOR,,"Colbry, Darin A.",REP,0
40-018 Kiana,GOVERNOR,,"Dunleavy, Mike J.",REP,11
40-018 Kiana,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-018 Kiana,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-018 Kiana,GOVERNOR,,"Hlatcu, Merica",REP,2
40-018 Kiana,GOVERNOR,,"Sheldon, Michael D.",REP,3
40-018 Kiana,GOVERNOR,,"Treadwell, Mead",REP,0
40-018 Kiana,LIEUTENANT GOVERNOR,,Registered Voters,,276
40-018 Kiana,LIEUTENANT GOVERNOR,,Times Counted,,54
40-018 Kiana,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,45
40-018 Kiana,LIEUTENANT GOVERNOR,,Registered Voters,,276
40-018 Kiana,LIEUTENANT GOVERNOR,,Times Counted,,17
40-018 Kiana,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,1
40-018 Kiana,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,4
40-018 Kiana,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,4
40-018 Kiana,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,1
40-018 Kiana,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,3
40-018 Kiana,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,4
40-018 Kiana,State House,40,Registered Voters,,276
40-018 Kiana,State House,40,Times Counted,,54
40-018 Kiana,State House,40,"Lincoln, John",DEM,51
40-020 Kivalina,U.S. House,1,Registered Voters,,252
40-020 Kivalina,U.S. House,1,Times Counted,,57
40-020 Kivalina,U.S. House,1,"Cumings, Christophe",DEM,16
40-020 Kivalina,U.S. House,1,"Galvin, Alyse S.",DEM,16
40-020 Kivalina,U.S. House,1,"Hafner, Carol",DEM,12
40-020 Kivalina,U.S. House,1,"Shein, Dimitri",DEM,13
40-020 Kivalina,U.S. House,1,Registered Voters,,252
40-020 Kivalina,U.S. House,1,Times Counted,,29
40-020 Kivalina,U.S. House,1,"Nelson, Thomas",REP,4
40-020 Kivalina,U.S. House,1,"Whittaker, Jed",REP,0
40-020 Kivalina,U.S. House,1,"Young, Don",REP,25
40-020 Kivalina,GOVERNOR,,Registered Voters,,252
40-020 Kivalina,GOVERNOR,,Times Counted,,57
40-020 Kivalina,GOVERNOR,,"Begich, Mark",DEM,45
40-020 Kivalina,GOVERNOR,,"Toien, William S.",LIB,11
40-020 Kivalina,GOVERNOR,,Registered Voters,,252
40-020 Kivalina,GOVERNOR,,Times Counted,,29
40-020 Kivalina,GOVERNOR,,"Colbry, Darin A.",REP,0
40-020 Kivalina,GOVERNOR,,"Dunleavy, Mike J.",REP,15
40-020 Kivalina,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-020 Kivalina,GOVERNOR,,"Heikes, Gerald L.",REP,1
40-020 Kivalina,GOVERNOR,,"Hlatcu, Merica",REP,0
40-020 Kivalina,GOVERNOR,,"Sheldon, Michael D.",REP,7
40-020 Kivalina,GOVERNOR,,"Treadwell, Mead",REP,5
40-020 Kivalina,LIEUTENANT GOVERNOR,,Registered Voters,,252
40-020 Kivalina,LIEUTENANT GOVERNOR,,Times Counted,,57
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,51
40-020 Kivalina,LIEUTENANT GOVERNOR,,Registered Voters,,252
40-020 Kivalina,LIEUTENANT GOVERNOR,,Times Counted,,29
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,5
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,1
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,8
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,7
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,5
40-020 Kivalina,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
40-020 Kivalina,State House,40,Registered Voters,,252
40-020 Kivalina,State House,40,Times Counted,,57
40-020 Kivalina,State House,40,"Lincoln, John",DEM,51
40-022 Kobuk,U.S. House,1,Registered Voters,,88
40-022 Kobuk,U.S. House,1,Times Counted,,21
40-022 Kobuk,U.S. House,1,"Cumings, Christophe",DEM,2
40-022 Kobuk,U.S. House,1,"Galvin, Alyse S.",DEM,6
40-022 Kobuk,U.S. House,1,"Hafner, Carol",DEM,5
40-022 Kobuk,U.S. House,1,"Shein, Dimitri",DEM,7
40-022 Kobuk,U.S. House,1,Registered Voters,,88
40-022 Kobuk,U.S. House,1,Times Counted,,5
40-022 Kobuk,U.S. House,1,"Nelson, Thomas",REP,2
40-022 Kobuk,U.S. House,1,"Whittaker, Jed",REP,0
40-022 Kobuk,U.S. House,1,"Young, Don",REP,3
40-022 Kobuk,GOVERNOR,,Registered Voters,,88
40-022 Kobuk,GOVERNOR,,Times Counted,,21
40-022 Kobuk,GOVERNOR,,"Begich, Mark",DEM,13
40-022 Kobuk,GOVERNOR,,"Toien, William S.",LIB,8
40-022 Kobuk,GOVERNOR,,Registered Voters,,88
40-022 Kobuk,GOVERNOR,,Times Counted,,5
40-022 Kobuk,GOVERNOR,,"Colbry, Darin A.",REP,0
40-022 Kobuk,GOVERNOR,,"Dunleavy, Mike J.",REP,2
40-022 Kobuk,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-022 Kobuk,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-022 Kobuk,GOVERNOR,,"Hlatcu, Merica",REP,0
40-022 Kobuk,GOVERNOR,,"Sheldon, Michael D.",REP,0
40-022 Kobuk,GOVERNOR,,"Treadwell, Mead",REP,1
40-022 Kobuk,LIEUTENANT GOVERNOR,,Registered Voters,,88
40-022 Kobuk,LIEUTENANT GOVERNOR,,Times Counted,,21
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,19
40-022 Kobuk,LIEUTENANT GOVERNOR,,Registered Voters,,88
40-022 Kobuk,LIEUTENANT GOVERNOR,,Times Counted,,5
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,0
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,0
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,2
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,2
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,1
40-022 Kobuk,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,0
40-022 Kobuk,State House,40,Registered Voters,,88
40-022 Kobuk,State House,40,Times Counted,,21
40-022 Kobuk,State House,40,"Lincoln, John",DEM,19
40-024 Kotzebue,U.S. House,1,Registered Voters,,2033
40-024 Kotzebue,U.S. House,1,Times Counted,,184
40-024 Kotzebue,U.S. House,1,"Cumings, Christophe",DEM,16
40-024 Kotzebue,U.S. House,1,"Galvin, Alyse S.",DEM,85
40-024 Kotzebue,U.S. House,1,"Hafner, Carol",DEM,23
40-024 Kotzebue,U.S. House,1,"Shein, Dimitri",DEM,40
40-024 Kotzebue,U.S. House,1,Registered Voters,,2033
40-024 Kotzebue,U.S. House,1,Times Counted,,142
40-024 Kotzebue,U.S. House,1,"Nelson, Thomas",REP,25
40-024 Kotzebue,U.S. House,1,"Whittaker, Jed",REP,8
40-024 Kotzebue,U.S. House,1,"Young, Don",REP,104
40-024 Kotzebue,GOVERNOR,,Registered Voters,,2033
40-024 Kotzebue,GOVERNOR,,Times Counted,,184
40-024 Kotzebue,GOVERNOR,,"Begich, Mark",DEM,145
40-024 Kotzebue,GOVERNOR,,"Toien, William S.",LIB,27
40-024 Kotzebue,GOVERNOR,,Registered Voters,,2033
40-024 Kotzebue,GOVERNOR,,Times Counted,,142
40-024 Kotzebue,GOVERNOR,,"Colbry, Darin A.",REP,0
40-024 Kotzebue,GOVERNOR,,"Dunleavy, Mike J.",REP,107
40-024 Kotzebue,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-024 Kotzebue,GOVERNOR,,"Heikes, Gerald L.",REP,2
40-024 Kotzebue,GOVERNOR,,"Hlatcu, Merica",REP,3
40-024 Kotzebue,GOVERNOR,,"Sheldon, Michael D.",REP,4
40-024 Kotzebue,GOVERNOR,,"Treadwell, Mead",REP,24
40-024 Kotzebue,LIEUTENANT GOVERNOR,,Registered Voters,,2033
40-024 Kotzebue,LIEUTENANT GOVERNOR,,Times Counted,,184
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,138
40-024 Kotzebue,LIEUTENANT GOVERNOR,,Registered Voters,,2033
40-024 Kotzebue,LIEUTENANT GOVERNOR,,Times Counted,,142
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,13
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,23
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,25
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,28
40-024 Kotzebue,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,12
40-024 Kotzebue,State House,40,Registered Voters,,2033
40-024 Kotzebue,State House,40,Times Counted,,184
40-024 Kotzebue,State House,40,"Lincoln, John",DEM,179
40-026 Noatak,U.S. House,1,Registered Voters,,353
40-026 Noatak,U.S. House,1,Times Counted,,60
40-026 Noatak,U.S. House,1,"Cumings, Christophe",DEM,8
40-026 Noatak,U.S. House,1,"Galvin, Alyse S.",DEM,17
40-026 Noatak,U.S. House,1,"Hafner, Carol",DEM,21
40-026 Noatak,U.S. House,1,"Shein, Dimitri",DEM,8
40-026 Noatak,U.S. House,1,Registered Voters,,353
40-026 Noatak,U.S. House,1,Times Counted,,15
40-026 Noatak,U.S. House,1,"Nelson, Thomas",REP,4
40-026 Noatak,U.S. House,1,"Whittaker, Jed",REP,1
40-026 Noatak,U.S. House,1,"Young, Don",REP,10
40-026 Noatak,GOVERNOR,,Registered Voters,,353
40-026 Noatak,GOVERNOR,,Times Counted,,60
40-026 Noatak,GOVERNOR,,"Begich, Mark",DEM,48
40-026 Noatak,GOVERNOR,,"Toien, William S.",LIB,10
40-026 Noatak,GOVERNOR,,Registered Voters,,353
40-026 Noatak,GOVERNOR,,Times Counted,,15
40-026 Noatak,GOVERNOR,,"Colbry, Darin A.",REP,0
40-026 Noatak,GOVERNOR,,"Dunleavy, Mike J.",REP,10
40-026 Noatak,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-026 Noatak,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-026 Noatak,GOVERNOR,,"Hlatcu, Merica",REP,0
40-026 Noatak,GOVERNOR,,"Sheldon, Michael D.",REP,4
40-026 Noatak,GOVERNOR,,"Treadwell, Mead",REP,1
40-026 Noatak,LIEUTENANT GOVERNOR,,Registered Voters,,353
40-026 Noatak,LIEUTENANT GOVERNOR,,Times Counted,,60
40-026 Noatak,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,47
40-026 Noatak,LIEUTENANT GOVERNOR,,Registered Voters,,353
40-026 Noatak,LIEUTENANT GOVERNOR,,Times Counted,,15
40-026 Noatak,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,4
40-026 Noatak,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,1
40-026 Noatak,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,2
40-026 Noatak,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,3
40-026 Noatak,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,1
40-026 Noatak,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
40-026 Noatak,State House,40,Registered Voters,,353
40-026 Noatak,State House,40,Times Counted,,60
40-026 Noatak,State House,40,"Lincoln, John",DEM,55
40-028 Noorvik,U.S. House,1,Registered Voters,,394
40-028 Noorvik,U.S. House,1,Times Counted,,58
40-028 Noorvik,U.S. House,1,"Cumings, Christophe",DEM,6
40-028 Noorvik,U.S. House,1,"Galvin, Alyse S.",DEM,20
40-028 Noorvik,U.S. House,1,"Hafner, Carol",DEM,16
40-028 Noorvik,U.S. House,1,"Shein, Dimitri",DEM,10
40-028 Noorvik,U.S. House,1,Registered Voters,,394
40-028 Noorvik,U.S. House,1,Times Counted,,35
40-028 Noorvik,U.S. House,1,"Nelson, Thomas",REP,5
40-028 Noorvik,U.S. House,1,"Whittaker, Jed",REP,2
40-028 Noorvik,U.S. House,1,"Young, Don",REP,28
40-028 Noorvik,GOVERNOR,,Registered Voters,,394
40-028 Noorvik,GOVERNOR,,Times Counted,,58
40-028 Noorvik,GOVERNOR,,"Begich, Mark",DEM,47
40-028 Noorvik,GOVERNOR,,"Toien, William S.",LIB,7
40-028 Noorvik,GOVERNOR,,Registered Voters,,394
40-028 Noorvik,GOVERNOR,,Times Counted,,35
40-028 Noorvik,GOVERNOR,,"Colbry, Darin A.",REP,0
40-028 Noorvik,GOVERNOR,,"Dunleavy, Mike J.",REP,30
40-028 Noorvik,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-028 Noorvik,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-028 Noorvik,GOVERNOR,,"Hlatcu, Merica",REP,0
40-028 Noorvik,GOVERNOR,,"Sheldon, Michael D.",REP,2
40-028 Noorvik,GOVERNOR,,"Treadwell, Mead",REP,3
40-028 Noorvik,LIEUTENANT GOVERNOR,,Registered Voters,,394
40-028 Noorvik,LIEUTENANT GOVERNOR,,Times Counted,,58
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,44
40-028 Noorvik,LIEUTENANT GOVERNOR,,Registered Voters,,394
40-028 Noorvik,LIEUTENANT GOVERNOR,,Times Counted,,35
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,3
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,3
